Pays,"GDP per capita, PPP (constant 2000 international $) ",GDP per capita growth (annual %) ,Gross fixed capital formation (% of GDP) ,Agriculture value added per worker (constant 2000 US$) ,"Agriculture, value added (% of GDP) ",Exports of goods and services (% of GDP) ,"Foreign direct investment, net inflows (% of GDP) ",Improved water source (% of population with access) ,"Industry, value added (% of GDP) ","Mobile phone subscribers (per 1,000 people) ","Mortality rate, infant (per 1,000 live births) ","Personal computers (per 1,000 people) ",Population ages 0-14 (% of total) ,Population ages 65 and above (% of total) ,Rural population (% of total population) ,"Services, etc., value added (% of GDP) ",Population growth (annual %) ,"Internet users (per 1,000 people) ",Continent
Albania,4506.060302077411,5.116763248201443,24.9875055948893,1356.237181497037,23.43206977844237,21.33689562479657,3.6419405102661933,96,21.2619711558024,407.0608596361485,16.0,16.7205,27.600166783577702,8.109802800420324,55.32,55.30595906575524,0.558641837943837,31.28987652770478,Europe
Algeria,6063.033153666359,4.196592893340746,23.982283274332698,2267.4227248019815,9.713024775187165,41.98473358154297,1.0088694927998234,85,57.5423978169759,204.03975001645804,34.0,9.31058654872875,30.431860458735162,4.496992836259474,37.4,32.744577407836935,1.52710809212787,42.2549720764842,Afrique du Nord
Angola,1830.2234752411498,8.523100949243792,9.771175702412918,194.25919429390197,8.062458674112957,70.93879445393883,9.488878698969717,53,69.175532023112,46.55559739958371,154.0,4.4049,46.585437548118335,2.4566741344803433,47.36,22.762009302775066,2.8870617081308865,9.242295559967019,Afrique subsah
Argentina,11778.072092105735,7.968890223810777,18.586857795715368,9499.773506677479,10.266925493876164,24.949225107828767,2.2158584411701363,96,35.31603495279946,376.2857340584883,15.0,83.40881408812568,26.7400914239026,10.137438590053867,10.08,54.41703923543293,0.9644026837035845,152.23271004517065,Amérique du sud 
Armenia,3905.012076707677,13.251186454944333,25.390345255533862,3278.161549653963,22.9539661407471,28.81870969136557,5.230173077007653,92,40.2407290140788,70.3115550261001,26.1,76.26983920725205,21.768554364237968,11.817765292006833,35.7,36.80530548095707,-0.36960027164018633,49.68018900888197,Asie
Australia,27877.43304378487,1.8602765834578434,25.45242177785335,32380.33112144773,3.4558990001678467,18.40225553689366,0.7886731176373335,100,27.05425834900285,816.0853267332633,4.8,686.3061919884364,19.956268085964133,12.572190874453733,12.0,69.62490464431265,1.1536456230310401,637.8839930452507,Océanie
Austria,29600.18830592997,1.260681246311806,21.050415674845365,23871.455967036603,1.78685681025187,50.853280385335296,2.3508332395280664,100,30.352258046468098,947.480483180099,4.333333333333333,579.8778784207129,15.744425896936633,16.442487576547865,34.04,67.8608830769857,0.6134551113825807,474.1325836304373,Europe
Azerbaijan,3767.7073796435866,14.857673227630661,47.346163431803404,1131.758081320926,11.859393755594867,49.42877197265623,33.1635323595054,77,56.39700571695963,190.3352174911713,74.0,18.69868829700067,26.826053785099234,6.9240406287656135,48.62,31.743600845336896,0.871649365034466,57.51678684972617,Asie
Bangladesh,1755.8279977764798,3.8523550816915666,23.98521105448407,323.1339596683137,20.97713343302407,15.419994990030935,0.8821593384411708,74,26.6968262990316,31.143883456680964,54.0,12.60506378078886,35.903624744606,3.560698501133897,75.28,52.32603963216147,1.8839292992493402,2.180854501739407,Asie
Belarus,6396.384298565371,9.799308961826464,26.823619842529336,3260.804282932495,10.012900352478018,64.61408360799153,0.901071176633193,100,40.2541707356771,253.45454731332097,10.3,2.76,15.791469904327867,14.547150378391565,28.24,49.7329305013021,-0.5056070231678816,253.498942853294,Europe
Belgium,28245.24578767973,1.1112579212009466,19.17311986287433,39633.92787126984,1.05742307504018,84.00074259440105,10.727270042808593,100,24.51371828715007,869.4828946785304,4.166666666666667,348.98671616708316,16.938378594192802,17.4658797867163,2.82,74.42885843912761,0.46707926433212305,415.53466095852997,Europe
Belize,6302.803111002479,2.379189897131512,18.476371129353833,6638.668037587592,15.751155853271468,53.123358408609995,6.9579272026291035,91,17.60693359375,288.02098896381136,15.2,135.8047,37.30799751860303,4.252884487585374,51.82,66.64190928141274,3.18614572483312,121.22840264888733,Amérique du Nord
Benin,1010.6670294448433,0.372081076732589,18.175274531046565,622.4406222496045,32.12287267049153,13.488224983215332,1.5065284906791376,67,13.491089820861832,55.328806441587595,89.0,3.5739689876465097,44.47049735901246,2.7066844704796567,60.24,54.3860371907552,3.1975314862286233,23.810342636244837,Afrique subsah
Bolivia,2457.8524281262366,1.6434073379185907,12.457853317260733,762.6170602895855,15.289471626281733,31.097369511922228,0.07552756943305401,85,30.702265421549498,202.780542844283,52.0,23.316582367964884,38.4500238884631,4.488058270029399,36.28,54.00826263427732,1.9459230859941299,43.920890707794264,Amérique du sud 
Botswana,10378.696070950564,6.26609406914309,21.333726247151663,429.72183401982994,2.3856854438781734,47.47252019246417,3.93696290255558,95,52.67902882893876,360.056833345649,87.0,45.28760664596364,37.91633182676523,3.2021597257368533,43.44,44.935286204020166,-0.11467042115306714,33.92693328300536,Afrique subsah
Brazil,7346.418940633693,1.1852276940244437,17.634417851765967,3460.3135409749243,9.467043558756513,17.05685234069823,2.30730168933526,90,39.0887311299642,358.2787012869247,31.0,106.60139482100419,28.137520965811103,5.992501649532837,16.4,51.44422403971354,1.3707650972980598,137.96125942302774,Amérique du sud 
Bulgaria,7580.676518185654,5.814619666754374,21.3230571746826,7581.119179453348,10.894123077392583,57.44476191202799,10.414898839728393,99,30.976514180501297,620.7247017270537,12.200000063578301,59.34467963924868,14.089404827781934,16.754876314020567,30.22,58.12936401367187,-0.5500302143999447,182.119040757865,Europe
Burkina Faso,1065.9703355744632,1.7725254885718245,19.479720433553034,190.234494494458,30.805255889892603,8.611113866170246,0.4569737858155944,61,19.5218645731608,30.859620054674565,96.0,2.2327240736422165,47.42537390365703,2.7683798536902464,82.06,49.67287826538087,3.1852770053951733,4.29944250431067,Afrique subsah
Burundi,630.271153025522,-1.8773094963484132,12.176929473876967,73.761532501493,38.33566538492837,8.869851748148596,0.02686823117509637,79,19.2863388061523,14.39215991170485,114.0,6.105701893474294,45.590831600380795,2.752875857791357,90.28,42.377997080484995,3.3877658739804004,3.5741777540245034,Afrique subsah
Cambodia,2210.5547460569032,8.50558201121848,17.829870859781902,305.09151144199296,33.726122538248696,62.34567896525067,3.485828141307703,41,27.094535827636733,58.2475376539943,68.0,2.7753383840770574,37.67251276374143,3.3631416955443303,80.86,39.17934290568033,1.9575010807445468,2.990502440516961,Asie
Cameroon,2029.0733814923233,1.3956880312734963,19.1670462290446,1180.3058197796108,40.91295115152997,20.959517161051433,0.5739211348715133,66,14.819430987040235,100.86729859726961,87.0,10.219427834019298,41.577614486973296,3.6638131758705037,46.32,44.267618815104164,1.8199255013000002,10.755561652808245,Afrique subsah
Canada,29152.00295310047,1.6059111238446466,20.382344511135884,44398.10707584592,2.38455,38.63543887297538,1.35067335909594,100,31.8586,466.86062680733863,5.1,720.3624154498744,17.912642253196,13.013721027359667,20.04,66.4194,0.9645818424463547,567.2628751511987,Amérique du Nord
Central African Republic,1082.6017127520502,-2.606895957793631,14.82,421.8287592112077,55.15274810791016,14.6778,-0.08610433939264034,75,21.743748346964534,16.660022076658432,115.0,2.7572932289110033,43.08189519506403,4.0360488045801635,62.08,23.1035041809082,1.2650569711382067,2.1687861549178,Afrique subsah
Chad,1167.2483185062313,12.79950877026081,29.80738067626953,214.31710402430653,27.0706411997477,45.6554953257243,16.893745795165366,42,40.36841519673663,13.892115903998693,123.9,1.5882998943395974,47.196051627910435,3.06823112186067,75.08,32.5609448750814,3.358859286952843,3.697403106454216,Afrique subsah
Chile,10183.038253626144,4.343443940854697,21.1714038848877,5451.095823888245,5.735114733378093,39.73890940348306,6.392623012808277,95,44.162281036376974,571.1384075084089,8.0,133.04175557108567,25.4760419138813,7.903445334995934,12.74,50.10260391235354,1.0798415433889035,229.7615202313143,Amérique du sud 
China,5506.226932154757,9.41776442871271,40.80762990315753,402.24453807249415,12.758184432983368,33.654342015584334,3.0847462766867935,77,46.579493204752644,256.47972675930004,23.0,40.908658220062634,22.0665288288358,7.4604891765055,60.52,40.66232299804687,0.6215765101437226,73.1055215935903,Asie
Colombia,6285.317105020043,2.9774373212970233,17.8148816426595,3159.3190160706126,12.6399329503377,21.534603754679367,4.638808186285989,93,33.36135737101236,283.53611149830766,17.2,39.43009922319499,31.384684413945234,5.030099844696171,27.6,53.998709360758475,1.5504799570082566,86.57546963054843,Amérique du sud 
Comoros,1763.1401351840368,0.020579951012869024,9.657540957132957,419.094180069907,50.83248392740884,13.627278010050432,0.17873836323858372,86,11.970745404561365,15.390949667906499,53.0,8.515209995644978,42.159616227361234,2.6547817506182363,63.64,37.196772257487,2.1114006485953936,18.5328620032593,Afrique subsah
"Congo, Dem. Rep.",614.647699026586,3.197814057622596,12.750196726008562,150.5921806542702,48.4827003479004,29.352765401204397,7.176615428847754,46,23.404462814331037,33.93266542850953,129.0,1.56,47.20847229307997,2.6760425994239334,68.36,28.11283620198567,2.93021333421024,1.9469256792086902,Afrique subsah
"Congo, Rep.",1078.3429030283698,1.4697511248416355,23.363081614176398,368.0324051568027,5.91627327601115,81.4637400309245,7.697237683537952,58,54.32641728719077,102.9627512218987,81.0,4.391424067362068,47.017306262650926,2.935150767847693,40.18,39.75730895996094,2.975447693356943,8.584761307292448,Afrique subsah
Costa Rica,8753.002873591337,3.5911970572940333,18.9005743662516,4426.2276475052795,8.701852162679037,47.16687901814777,3.9539149111274567,97,29.3035666147868,219.28077077890202,11.0,218.668190729063,29.0109497630018,5.724251715359457,38.84,61.994580586751304,1.82286876503764,234.94281739309065,Amérique du sud 
Cote d'Ivoire,1462.4149654028763,-0.8665322354786208,10.097935040791832,836.220884268622,23.859960556030263,48.017312367757164,1.55243567688738,84,23.49970372517903,95.69043994647306,118.0,14.966727454556318,42.136906567650406,3.2168594264061867,55.4,52.64033635457357,1.5358879996995034,9.307440201403926,Afrique subsah
Croatia,11150.594402229466,4.4590117501176705,28.5688050587972,10283.563984208775,7.157812277475993,47.18824386596676,4.9973432734894665,100,30.451233545939136,626.9886637504006,6.15,189.6821887350744,15.791440450792267,16.982797223401434,43.68,62.390953063964865,0.0015023412117159997,284.56439337054,Europe
Czech Republic,17373.83977196233,4.52017375892584,26.12560526529947,5429.824082132119,3.111563762029013,68.1694056193034,4.661204013302413,100,36.82904688517254,1052.898308344779,3.6000000317891434,241.92625805687476,14.963660425677068,14.087131929395165,26.4,60.05938975016277,0.10807993467381168,252.20901214685264,Europe
Denmark,29525.5919853082,1.6099061921112199,19.968408584594734,38529.100387227496,1.9122347434361766,46.30762354532877,-0.33881410483201496,100,24.501947402954134,950.5375615116786,4.26666669845581,656.8702824271314,18.8311457151101,14.904375484213233,14.5,73.585817972819,0.25811729086977464,497.3390919092983,Europe
Djibouti,1907.5281699953,1.4947808032392134,20.237687746683733,71.64179064531108,3.6360377470652305,37.808026631673194,3.756263891645037,73,16.6744963328044,43.29241446239723,88.0,21.578515424525865,41.79827557571133,2.79892915390784,14.46,79.68946584065758,1.8729475063464431,10.886464276151267,Afrique subsah
Dominica,5694.461799008997,8.735324209630773,19.666666666666668,4836.4676732679345,18.6962538230474,47.18775812784833,9.733645271101363,97,23.99195524319505,648.4433268419826,13.0,187.76685356898145,32.81,2.8,27.46,57.33684212399444,0.42913945570542067,290.873118163075,Amérique du Nord
Dominican Republic,6950.564976343802,1.6288619306593795,22.180152893066435,4372.8725458185245,11.830247561136867,45.68065388997397,4.04998549352789,95,28.70723215738933,314.002481869983,26.0,21.58,33.1439381196386,4.05476174944563,34.08,59.462520599365234,1.45929136706831,111.7012984976479,Amérique du Nord
Ecuador,3705.8399826493933,3.904424147469733,21.616399129231766,1602.4914095132272,6.98519198099772,27.994998296101897,4.4986548081860205,94,39.93634033203123,310.18865599610467,22.0,45.46404377972664,32.8071738568968,5.676133533077156,37.7,53.07846959431967,1.4427415593458732,46.262109191349,Amérique du sud 
"Egypt, Arab Rep.",3757.330111191017,2.1075480713158434,16.899067560831732,2062.341786077086,15.592017173767099,26.825785319010436,2.630299954116319,98,35.824812571207666,123.55535412042269,28.0,32.51545951019454,33.92486595776436,4.738388836386057,57.26,48.5831693013509,1.9085518616959634,54.44010699770073,Afrique du Nord
El Salvador,4643.842665657877,0.4917797884236896,15.905715624491366,1671.1470778095502,9.584977149963388,27.2968552907308,2.1217217875303813,84,30.813027064005535,264.855357487641,23.0,42.78128203354694,34.3164014232946,5.302840106673503,40.48,59.6019948323568,1.7788379672398833,87.41505031474753,Amérique du sud 
Eritrea,1017.6560653168441,-1.4622459084029,22.7666664123535,59.38523748967959,17.06947453816733,11.792943318684891,1.2335549951886666,60,24.6399351755778,4.63801163150502,50.0,4.819104116197519,44.8234543219966,2.3019797166263136,80.92,58.29058965047201,4.245514172465103,10.021292584191016,Afrique subsah
Estonia,12619.1216563614,8.42637287688705,28.803822835286468,3330.017098959201,4.159169276555381,78.9925765991211,13.840252130740778,100,28.860113779703767,926.8296912452714,6.166666666666667,460.69038555080033,15.655515849326534,16.280037357691736,30.84,66.98071543375649,-0.309037059594206,484.18174509419424,Europe
Ethiopia,871.71080258475,3.942512010754123,23.424865722656268,155.18204447725134,45.9435183207194,15.369908014933268,4.609483425290967,22,13.620324770609534,3.244264348872127,79.7,3.377821662832369,44.765077058999935,2.9112220329309735,84.22,40.4361572265625,1.944675919946797,1.6699432694288365,Afrique subsah
Finland,27978.000769145165,2.4163397795728,18.764650980631533,32351.328408800837,3.1243860721588166,37.824630737304695,1.9440293099552068,100,30.08750534057617,953.9406349617954,3.03333330154419,481.33082834803184,17.475891623366397,15.666497581354433,38.9,66.7881088256836,0.2905808364812053,512.473502903836,Europe
France,26775.5452950162,0.8176202788277523,19.238296508789066,48310.06844176513,2.3753670056660967,25.803104400634766,2.531879071159253,100,21.147467295328767,739.5174782829007,4.1,495.418727322864,18.241539517117598,16.577499419743134,23.48,76.47716267903644,0.707875724180255,394.53075047496196,Europe
Gabon,6165.057255497438,0.471030753019567,23.2734972635905,1931.8865897416229,7.929386615753173,60.6990572611491,3.58441721899391,88,60.1217676798503,350.81425981999604,60.0,28.081945892741967,40.475885744492636,4.398721203036627,17.1,31.948846181233733,1.5755863639688965,34.62377322063897,Afrique subsah
"Gambia, The",1671.37953773691,2.8252149073068633,25.309636816103488,240.40005827766745,32.267574310302734,44.6501286824544,10.46070159958109,82,13.4773639043172,128.468202343486,96.6,15.586048213121662,40.34506487923326,3.67178595952128,47.06,54.25506210327149,2.741618183951257,34.22457702662854,Afrique subsah
Georgia,2747.9530470949135,9.863165270309667,25.578582127889003,1460.5045179125555,18.386995315551733,38.6720886230469,8.430291782145277,82,26.503427505493203,222.661549836105,41.0,42.70204359050115,19.45291828186973,14.025083783482733,47.7,55.109578450520864,-1.0251791811310056,41.143075247517714,Europe
Germany,25892.3335388509,0.8185586979747147,17.41910235087077,28998.164915521174,1.0267620086669946,37.95895258585613,0.5775056691640192,100,29.188854853312165,869.8309417619322,4.133333269755046,547.8847720692834,14.560476826586234,18.282726633555534,24.82,69.7843805948893,-0.015593306155357001,427.032688606628,Europe
Ghana,2129.4521880893003,3.3660467232706464,26.874559402465803,354.4205612869578,37.316942850748696,38.5685183207194,1.452289305696388,75,24.388781229654935,81.42855750915247,68.0,5.200307324251613,39.451989001502305,3.613108468828377,52.96,38.294275919596366,2.1067465333252198,15.640175775492168,Afrique subsah
Greece,20084.864661132335,3.9967037579401867,24.711151123046864,9480.738950720655,5.872114658355713,20.407914479573567,0.6830866276693596,98,21.317228953043635,852.105231678207,4.0,89.18888612106952,14.453869729399633,17.9706193497891,41.04,72.81065368652344,0.3520403983731537,170.94269990203,Europe
Guatemala,4041.4231184750765,0.209352420002849,14.644095738728835,2321.2259068675357,22.7869841257731,16.4904696146647,0.5822511640423943,95,19.014181137084933,261.7485636597557,32.0,18.87828688109458,43.44109924681683,4.26420571932086,53.22,58.19883473714194,2.43631514180813,62.3416540398246,Amérique du sud 
Guinea,2041.6902979397667,0.19302039008795202,10.902844746907535,236.61452505168026,24.661371866861998,22.851843516031902,2.5636826743812,50,36.3662935892741,16.44023760128307,97.4,4.781696481110676,43.822300706094296,3.51016468387486,67.4,38.97233454386397,2.1802181318623965,4.920027891468241,Afrique subsah
Guinea-Bissau,735.5772697325643,-0.9347927164062031,13.4666668574015,236.99576902487468,60.636224110921205,33.8595314025879,1.8881516422224471,59,12.2533057530721,23.382874467169163,124.0,1.6,47.38042133993144,3.07914313724242,70.38,27.110469182332366,3.0177137915545598,16.382482760358233,Afrique subsah
Guyana,4034.1630662484235,-0.14900196971646662,23.448314666748033,3709.760925404918,31.25582122802737,91.1846160888672,5.698940228059324,83,26.221244176228833,262.5137471522273,47.0,36.435433889388634,29.585725034893738,5.12642777578466,71.72,42.52293395996094,0.16596583816169133,197.7265406981907,Amérique du sud 
Honduras,2989.5834588551866,1.8837268818642532,24.311527887980134,1215.828574263691,13.4079205195109,40.311373392740904,4.515366100536073,87,31.58948580423993,111.07877633760553,31.0,15.63429059366319,39.729170162036,3.78777531077627,53.92,55.00259272257487,2.2332311643453404,31.66465498026353,Amérique du Nord
Hungary,15210.593454034499,4.48470136049921,22.7160110473633,6989.024881388958,3.8638702082351144,64.14709854125972,4.38002360042148,99,31.10692511953685,857.242077945452,7.299999936421713,147.12447484825714,15.988227695954967,15.076344676451434,34.04,65.07289382899758,-0.235567742738974,267.16020570485665,Europe
Iceland,30966.600229649,4.539477383960796,24.041769027709964,53269.857915444016,6.759802478417548,33.64804522196454,8.145141797880614,100,24.854379185964437,994.4585729699211,2.0,471.251523667328,22.284960326312035,11.697063029302301,7.3,68.41259121485295,1.0018381666498144,771.7548684793746,Europe
India,2863.8720725501803,7.108027610585277,26.405898412068705,385.7493913313894,19.342038472493503,18.146336237589498,0.7891173996775483,86,26.9964942932129,50.200898683777204,58.8,12.135583142462318,32.485088793680596,5.198137775156553,71.5,53.66146850585937,1.4292897474289434,34.86468828784786,Asie
Indonesia,3289.1760207301536,3.7138142378217265,20.981048583984364,594.6308358913013,14.992072423299168,31.92163848876953,0.7751734903364746,77,44.618895212809235,146.08841703369322,28.0,13.916536722267253,28.632465098855732,5.38980687141881,53.12,40.38903172810873,1.3479714242829566,53.92596101147654,Asie
"Iran, Islamic Rep.",6873.305470924137,4.10536375125569,28.24829928080243,2490.7493419276757,11.198595682779967,31.6923376719157,0.14426125345392768,94,42.76342137654623,73.74450532806486,31.0,110.44299246409828,29.853448018817332,4.525756040566603,33.64,46.0379816691081,1.3574745614706234,85.52185608666953,Asie
Italy,25506.436829475202,-0.47920445321250305,20.521862030029297,25740.755864787498,2.4410607020060198,25.404204050699864,1.0603533584600726,100,27.074156443278,1098.693628373119,4.166666730244953,315.7758557838197,14.063463740642499,19.656270579589734,32.48,70.48478444417316,0.838424548755305,447.3283590057493,Europe
Jamaica,3776.4195587509635,1.3720848841923177,30.471375147501636,1801.1755523330564,5.58099063237508,41.217108408609995,7.55511132735574,93,32.492844263712534,819.3728173358346,17.0,62.955894056306846,31.645209632389268,7.5673300678139865,47.16,61.9261678059896,0.46864486807989464,414.7600471082207,Amérique du Nord
Japan,27147.8720596137,2.139014051527463,22.85447386408364,36307.969962468145,1.711542857177861,13.414123763206717,0.12951353790566883,100,30.15330185516164,711.982128158992,2.9333333333333336,556.4137717687573,14.090346043564933,19.224673798989702,34.32,68.13689677114557,0.08575670183333334,550.7682453975214,Asie
Jordan,4679.805973460287,4.13201053455472,22.7865524291992,1389.831894614179,2.816269397735597,50.58194478352866,7.347318398524706,97,28.433079401652034,306.882370706014,22.0,56.68092188063696,37.5923335450692,3.1254010543113906,18.08,68.75065358479816,2.3942570580086997,121.8830546432013,Asie
Kazakhstan,6441.441387758051,8.83676993960904,24.1788959503174,1469.2339952761738,7.618092060089112,51.3975486755371,6.625284683147868,86,38.24498494466146,200.063010765449,63.0,8.07,23.966742246444998,8.232660926636903,42.9,54.1369234720866,0.6378749215510676,27.34837964636431,Asie
Kenya,1070.24994941765,2.2432811505688655,16.984997431437197,326.1879627275966,28.197628657023134,25.955904642740865,0.318700324320298,61,17.9190877278646,86.43670864029214,79.0,9.16484830984617,42.950807583051436,2.83633299294408,79.5,53.88328297932944,2.2291192477046633,31.500974108515067,Afrique subsah
"Korea, Rep.",18899.937773303667,3.4401853009476167,29.589680353800432,11563.952634473118,3.63498655954997,41.47922388712567,0.8297700462888393,92,40.00132751464843,752.2911765947906,5.0,545.8794007846756,19.0669567864821,9.014971458872603,19.44,56.36368560791016,0.47198931980835934,650.3267756291852,Asie
