Pays,"GDP per capita, PPP (constant 2000 international $) ",GDP per capita growth (annual %) ,Gross fixed capital formation (% of GDP) ,Agriculture value added per worker (constant 2000 US$) ,"Agriculture, value added (% of GDP) ",Exports of goods and services (% of GDP) ,"Foreign direct investment, net inflows (% of GDP) ",Improved water source (% of population with access) ,"Industry, value added (% of GDP) ","Mobile phone subscribers (per 1,000 people) ","Mortality rate, infant (per 1,000 live births) ","Personal computers (per 1,000 people) ",Population ages 0-14 (% of total) ,Population ages 65 and above (% of total) ,Rural population (% of total population) ,"Services, etc., value added (% of GDP) ",Population growth (annual %) ,"Internet users (per 1,000 people) ",Continent
Kyrgyz Republic,1700.3650355565403,3.45668931502338,14.373660405476867,995.7341084928967,34.827616373697936,40.09060923258463,4.010123389349343,77,22.444299697875966,61.489045917943635,58.0,17.136678411146963,32.1150256067198,6.087123637560009,64.28,42.72808329264323,0.9902005503095204,48.5909060923696,Asie
Lao PDR,1738.5916064326932,4.092385505384374,29.800424575805664,459.9196777486756,46.782006581624366,25.9668846130371,0.850183296705525,51,27.559850056966138,54.273111457644696,62.0,8.070607675474166,41.250940611573164,3.6291089645951033,79.74,25.658142725626636,2.28826165864989,3.728393594165483,Asie
Latvia,11040.566205729367,9.282722250933979,27.242453893025736,2681.836734335705,4.219863573710124,44.74094009399413,3.9890175910771166,99,22.212163289388034,667.488037017085,9.4,218.12910519904392,15.267462828945133,16.601051391139066,32.14,73.56797281901044,-0.5385066662356897,398.977465618333,Europe
Lebanon,4886.54291538777,2.7697495328189388,20.452842076619465,28477.53434678401,6.531508763631184,18.3430633544922,11.645227133529026,100,23.111525217692066,253.86706272072664,27.0,109.10632845677459,29.08321095114893,7.281523507128891,13.52,70.35696665445967,1.0210186125566068,169.286778758156,Asie
Lesotho,2909.41862107698,2.5733637823935465,41.91656366984051,493.93573258146097,17.436808268229132,50.848195393880225,8.746023044354208,79,41.96603393554687,93.78170387002153,102.3,2.83,38.96909329948107,5.191289437511517,81.48,40.597159067789704,-0.0916405928885106,24.96674782752238,Afrique subsah
Lithuania,11968.4101863468,8.89279245237563,21.7487055460612,4792.428757767243,5.999880631764733,53.988702138264976,2.8119033695330824,82,32.61890284220377,966.3829798840876,7.066666666666666,156.72312053492877,17.372231112331765,15.1912146085358,33.32,61.3812166849772,-0.530055791079184,280.331531383519,Europe
Luxembourg,51874.22401126777,2.43741488621629,20.628604253133133,33660.68858076927,0.5124074916044866,147.07772827148435,282.39529017536864,100,16.828283309936534,1399.80614340008,4.66666669845581,628.6664961770874,18.956290686789103,13.830244583473766,17.0,82.65930938720707,0.9783302895623761,554.9872083689343,Europe
"Macedonia, FYR",6173.350475897503,3.4085615286266564,17.25478808085123,3559.03770258575,13.1621510187785,41.0687306722005,2.245363794215433,88,29.717088699340803,496.14764232781,15.0,116.28325893461931,20.1033702397222,10.881494964025668,31.9,57.12076059977213,0.20306952996008165,73.03011305797173,Europe
Madagascar,805.2213792880099,3.683933564427757,21.5145149230957,174.66874869633378,28.605489730834964,27.124345143636067,0.38628762252874127,46,15.682833989461265,20.550521293128835,74.0,5.041382647449985,44.19184899545524,3.1165994035913136,73.36,55.71167627970377,2.7279669308753096,4.781132432541423,Afrique subsah
Malawi,582.96425427546,2.983470014061584,12.989296595255533,136.75690594926837,37.78288904825847,26.9576606750488,0.11002488912100283,73,17.653200149536165,20.6298898762665,78.9,1.5973190356620466,47.2295377730035,3.0046161389376667,83.22,44.5639114379883,2.175412419075913,3.5506730834971165,Afrique subsah
Malaysia,9320.06847279391,4.070926626813397,20.803895314534532,5177.28441291458,9.24455992380778,119.260576883952,3.108311236485477,99,50.311707814534536,604.4193395821877,10.0,198.03889054613765,32.72591317101864,4.48739248503197,33.8,40.4437319437663,1.8611099601624967,395.0411517639147,Asie
Mali,903.845910062266,2.1335661404912076,22.627328872680664,229.6602797471036,37.24560546875,25.901442209879534,2.700471171701197,50,23.88419024149577,38.01162637493106,120.0,2.8306506306533166,48.27861835842223,2.722974467453993,70.02,38.870203653971366,2.9919930413808964,3.66542888189673,Afrique subsah
Mauritania,1943.48414010329,2.32137583083505,38.9210287729899,338.93225215017924,25.589776992797866,31.3031349182129,7.7263862202808395,53,27.000765482584637,179.855877288853,78.0,14.20178139890642,43.05742712573103,3.39812090846784,59.68,47.40945688883463,2.9700272031140798,5.120947331347226,Afrique subsah
Mauritius,10906.821544592667,3.2241388250726164,21.890146255493164,4970.764395840169,6.119803746541341,56.942440032959006,0.681662167841223,100,29.380945205688466,428.176987887606,13.5,162.2537232820973,24.83131212869563,6.521453216354203,57.54,64.49925231933594,1.030730279573871,147.41133784963964,Afrique subsah
Mexico,9351.3105833074,1.7907915926186526,19.287085851033535,2877.8642405663063,3.880194822947183,29.091983159383133,2.5337290536593735,97,25.995720545450865,378.37413883140795,22.0,114.88087931585483,31.5520775816475,5.212780227086424,24.26,70.12408447265624,1.01334634420225,146.38124232602198,Amérique du sud 
Moldova,1740.5321638115365,7.369709188948104,21.555071512858067,832.381704987232,19.9642251332601,52.458961486816435,4.611434618625417,92,24.313720067342132,186.06283231660632,14.0,27.304588292611736,19.151425931014135,9.99696517561294,53.42,55.72205607096357,-0.313808991739352,100.14845754615357,Europe
Mongolia,1769.6388554234534,6.00536349653827,32.69847361246743,809.2176453073001,20.8763675689697,72.24955495198566,8.591779942483745,62,27.5762233734131,172.432941519757,39.0,111.27409639281616,31.31337929960817,3.7611730977570534,43.32,51.54741032918293,1.4060492175650634,80.72486918880186,Asie
Morocco,4027.917867239956,1.8623405786121043,24.606318791707366,1738.7337325172946,15.562188784281398,34.01630147298177,3.2857939480427896,81,30.059093475341836,326.42937719679134,36.0,22.047096535371896,31.49170032734213,4.754371308017584,42.02,54.37871678670246,1.9134817421637835,101.5135718743302,Afrique du Nord
Mozambique,1047.5143024249944,5.634984654876057,23.461090723673504,157.829580929042,23.329140345255535,30.585826873779297,4.264703335252338,43,29.019351959228533,40.32059853463023,100.0,5.801079012158067,44.059144422009865,3.31362453875356,66.26,47.65150833129883,1.9342900818430966,7.68252396006094,Afrique subsah
Namibia,6545.200345243447,3.0782797993477833,26.495686213175432,1099.5394341963377,10.406373023986832,47.99287796020507,2.3,87,30.643662134806334,166.2356188701887,46.0,110.10337680236427,42.0731350084902,3.451494085731653,65.44,58.94996388753257,1.1889530424948833,37.5426243676202,Afrique subsah
Nepal,1366.0918914439735,1.1738783474148342,19.051081339518234,211.02952055104754,38.624796549479164,16.713471094767268,0.09291211219021751,90,21.010741551717132,5.56815315880334,56.0,4.393716971912625,39.478676186750164,3.6164321121326033,84.68,40.364459991455064,2.04872166274642,4.16580896235141,Asie
Netherlands,28776.299924470903,0.55233536676595,19.289855321248368,42403.81207306736,2.1669917901357,67.2145207722982,3.537551183363339,100,24.05751419067383,897.5898675235425,4.53333339691162,701.7424466894845,18.288698358171533,13.987013794767334,20.48,73.77549489339192,0.35111716227365863,625.678967060954,Europe
Nicaragua,3196.689289358777,3.21464062709892,26.737746556599934,2031.735755710862,17.9304904937744,26.5737648010254,5.12670328620709,79,28.012866973876967,151.04680557318082,30.0,38.5699381969494,39.54686602812337,3.2602506510275204,41.36,54.05669275919596,0.6490000812881527,23.73663563263537,Amérique du Nord
Niger,697.6758965477696,-0.1434202174845766,16.098886171976734,174.27,39.8614158630371,15.715754508972168,0.5862140084661508,46,16.7622051239014,12.33856842996417,150.0,0.665383538432505,49.0283643623814,1.96547604393474,83.32,43.3763771057129,3.365698265361187,1.7704917888555733,Afrique subsah
Nigeria,961.9981625185874,5.53359137717927,22.361988067626967,950.6834364263556,22.122446060180668,52.490612030029304,2.691907935720907,48,54.36442947387696,79.1321036634143,100.0,6.736560525747875,44.494115551490744,3.014456177887927,52.66,23.5131238301595,2.1985498472364498,19.240030307212304,Afrique subsah
Norway,36179.2816498902,1.5228370260921187,18.10192044576007,36226.750839710214,1.59183959166209,42.790690104166664,1.227551674653478,100,40.71199798583984,967.7700991296473,3.300000031789143,573.0289159589772,19.719351197363633,15.016048685397001,22.86,57.69616444905597,0.6226845487378739,490.83193567089734,Europe
Oman,13882.98790665772,3.771305871167982,17.86375486941419,1190.5041967403108,1.8922673484519679,56.97865513376811,1.544532233479398,74,56.021894825291575,358.05167290021,10.0,46.71914403865026,34.862066760616436,2.456247844036367,28.48,42.1520067957193,0.980914170161966,97.11812856184923,Asie
Pakistan,2014.3020468999632,3.8391402409069997,15.386968294779466,697.2535685936674,22.5203037261963,16.0542500813802,1.2610224582719776,91,24.356499354044598,43.73885071907474,79.0,4.27255,38.87089118061177,3.8162893279442502,65.46,53.12319564819336,2.411097258046107,62.354485008268625,Asie
Panama,6454.9126317057935,4.16985973401958,17.185256958007802,3897.626801412904,7.781768798828126,66.63071187337236,6.6762138082270175,90,15.75927734375,345.71143741422765,19.0,41.67090543067871,30.65212933316393,5.888587960294353,30.2,76.45895385742186,1.786869453394,60.3973030059322,Amérique du Nord
Paraguay,4090.622616045283,1.6579867644202302,19.3154271443685,2077.507938672918,21.318206787109332,46.80893071492517,0.7720162300698113,86,21.015563329060868,311.30161792783366,20.0,62.172579864317235,37.999435321920934,3.68399008574748,42.14,57.66623051961267,1.9485467685685498,29.865347414987998,Amérique du sud 
Peru,5144.785575678853,3.6562833173556366,18.174499511718768,1489.0461566127924,7.426687081654866,21.199865976969402,2.6500360783176498,83,32.900700887044266,152.00021502603033,22.8,83.27681744253974,32.692850367996336,5.167849793612167,27.6,59.672611236572266,1.4687474928999997,128.7417993164107,Amérique du sud 
Philippines,4416.492409294527,3.490130402641544,15.961931546529131,1082.0695020279302,14.689496358235667,49.26579157511393,0.8361015203063792,85,31.938779830932635,367.692236300738,25.0,46.00698881784191,35.6481060174549,3.80410180219058,38.14,53.37172317504883,1.79292465316036,54.01796313089478,Asie
Poland,11846.3755718118,4.23525783691342,18.1826998392741,2243.1204844783897,4.778337160746253,35.956411997477204,3.462447715395493,96,30.380594889322936,608.2256788245517,6.7,198.4688434018342,16.832773954168033,12.826459860560368,37.98,64.84106699625649,-0.05805333504638436,244.19011979086835,Europe
Portugal,18131.888254421534,-0.4304403323856043,22.134864171346035,6300.138305130063,3.1754783789316803,28.367221832275366,2.86135285866069,95,25.03408241271973,1010.8348279614605,4.0,133.49926885607388,15.9195005955799,16.919567185787333,43.04,71.79043833414714,0.5776102709023694,271.89745961354566,Europe
Romania,7630.772419882863,6.174815475501856,22.047889709472667,4833.293711725568,12.501693725585932,34.56022516886394,6.120003795953636,57,34.904101053873696,470.7137326909016,16.666666666666668,113.90955212995728,15.922742275166968,14.584796582765101,46.12,52.59420522054037,-0.2589478908493307,208.5220233588967,Europe
Russian Federation,9015.092593677118,7.505713036624978,18.2844804128011,2528.212956007701,5.324527581532798,34.94009017944337,2.1502643953475364,97,35.72823969523113,533.629285626283,14.3,105.25360485550887,15.722842815808567,13.588821078985132,26.92,58.947232564290324,-0.5048745811771983,121.30697574260593,Europe
Sao Tome and Principe,1918.2689972309865,1.2860422772476319,36.0864028930664,220.77571560166112,16.079387664794933,39.043192545572936,2.9727852502088763,79,13.745472272237132,53.182697132371004,75.0,28.69,39.77461537716536,4.31098211793266,42.92,70.17514038085938,2.323531099244967,133.812143235941,Afrique subsah
Saudi Arabia,13521.6173518559,4.091245631710437,16.692697525024432,15411.379327558163,4.2458378076553345,53.155675252278634,5.4,74,59.04144528484026,436.9218407424243,21.0,407.9087662965803,37.76681178065934,2.8536351236401196,19.24,37.25356583692113,2.308449089814223,70.42491782720991,Asie
Senegal,1548.1282309134467,3.46160556450883,21.6696859995524,258.94111034883787,17.486635843912765,27.876500447591166,0.8281440628628857,76,19.472009658813466,105.7516952371653,60.9,20.8283024646971,43.01195405805367,3.1168768908675104,58.6,63.04135513305663,2.37539440653276,36.2961771513342,Afrique subsah
Seychelles,14804.683664004799,-3.84693496931326,12.5474116007487,511.78008458200037,2.6470230420430503,101.11147562662772,8.53116751718182,88,27.847780863444,639.7341758135786,12.0,179.25916517163031,20.13,3.1,47.48,69.5051956176758,0.31488588090490327,210.85877644008966,Afrique subsah
Singapore,25153.9380746477,4.595868942120643,23.22131601969403,63451.93010416668,0.10913105060656868,228.972869873047,14.065639600588332,100,33.17561785380047,935.7193458443553,2.8,537.4495,20.133442942214035,8.203835219152564,0.0,66.71525065104167,1.3447756062347354,571.4170321780018,Asie
Slovak Republic,13363.1859256362,5.27733449978919,25.509330749511733,4091.021429401364,3.57415167490641,77.71848805745446,2.9644693433509204,100,29.426205952962235,773.649684361419,6.966666666666666,296.7070065590883,17.235533526773263,11.722153045711167,43.78,66.99964396158853,0.048930902554576904,380.89647761898135,Europe
Slovenia,19060.1893489452,3.5888653053655966,24.068640391031902,45112.28973422973,2.5769378344217935,60.13986841837567,1.7324819484712801,100,34.87677001953123,892.1833057178477,3.6666666666666665,360.70936997653365,14.215201214739134,15.34860524242537,49.04,62.54629262288413,0.10853372738943763,473.8130845078743,Europe
South Africa,9548.550958572041,2.9338711062202,16.411584854125966,2498.6579089756233,3.060641606648763,27.189996719360334,1.1367454278318874,88,30.929964701334637,513.8625602207898,55.0,80.63166364356067,32.76599670462447,4.108014193278403,41.18,66.00939178466795,1.1384488744796633,86.07520924886967,Afrique subsah
Spain,23783.157568187467,1.4943642593417534,28.114377975463867,20268.06403736609,3.4881529013315835,25.88660748799643,2.4392211382926363,100,29.250146230061834,914.5475395027106,3.6,251.887952367983,14.310294018451167,16.5177096622605,23.38,67.26170349121094,1.6540852784035833,305.7179267119813,Europe
Sri Lanka,3919.2444399974133,4.4396426344615465,24.378368377685533,736.0402396482247,17.867656071980768,35.4436937967936,1.1915019808917966,79,26.4296677907308,119.1359206988194,12.0,29.323384274380057,24.45648834816303,7.132346955302483,84.78,55.70267613728839,1.0703337210813186,14.387569641615784,Asie
St. Vincent and the Grenadines,5629.55526713131,3.7093404593625703,36.1316312154134,2348.4614406357045,8.174583918631303,44.916357676188134,14.479837457525667,98,24.640541022415203,578.4015740411993,17.0,135.26117582153663,29.85127076590813,6.5231824603364,54.4,67.19963037325908,0.52973207326707,70.32398580699707,Amérique du Nord
Sudan,1766.0154433326632,4.25365766488801,16.563042958577466,727.79,36.12353515625,16.903945287068698,7.692174534984436,70,26.133181889851866,31.697838787437803,62.0,38.913579947880145,39.4980095530458,3.552246875682574,60.14,37.74328358968096,1.9119599601991133,45.417271249747465,Afrique subsah
Suriname,6527.962678553186,5.404785755065127,30.227671305338532,3721.127069730759,10.8892494837443,33.0002587636312,5.4,92,23.073191960652704,458.24359142106204,30.0,45.7557,30.466723447061934,6.260248516879766,26.46,66.03755950927733,0.6418838964989056,63.4240797775251,Amérique du sud 
Swaziland,4258.08982890237,0.794472673738639,17.944045384724934,1212.1140806400892,11.8005380630493,89.34076182047527,-0.32791566766252905,62,47.35995864868163,127.73463104727523,110.0,32.45586666932038,41.56173568680823,3.4431287023381536,76.06,40.83950424194337,1.2866327785753258,32.96182809388636,Afrique subsah
Sweden,28192.241457884502,2.3320227767743167,16.353622118632032,33041.36827168398,1.5786023139953602,46.01971181233724,1.297368897879642,100,27.639974594116197,1001.5543278002891,3.03333331743876,765.6343318585177,17.71646392917867,17.1577558091777,15.84,70.78142293294269,0.37159500320686706,717.054886227767,Europe
Syrian Arab Republic,3316.614779367837,1.0236409074140054,21.549499511718736,3274.80850233059,24.922520319620762,33.9262606302897,1.1502864652664575,93,33.5529390970866,115.4904699871995,13.5,33.95960326478394,37.42245174052627,3.1045148910470832,49.5,41.52454249064127,2.4701721388416797,44.82100728041343,Asie
Tajikistan,1126.6442171607134,8.222809579528297,12.766666730244966,463.71960050628877,24.37078285217287,58.53101603190103,5.8324887806809125,59,34.941723505655936,23.069016953909344,59.1,86.63,39.71142200547303,3.79379175744427,75.06,40.68749364217123,1.1129691622520366,0.786237156701147,Asie
Tanzania,631.7311798120594,4.913997387355696,18.500357309977232,302.8197850460847,45.2390391031901,17.734120686848936,4.394115994495457,62,17.021491368611667,54.17875317269469,76.0,7.627378703291405,42.90986613487337,3.19308334329712,76.18,37.7394676208496,1.9002196167472567,9.062696610347304,Afrique subsah
Thailand,7417.693630354614,4.97616990290659,26.307516098022464,605.4442431976134,10.08758862813314,69.90778096516927,1.6630385737428501,99,43.71664555867514,436.67935366002956,18.0,59.10208142030854,24.140132528899667,6.851155825459716,67.94,46.1957639058431,0.8659763610105813,105.07944171073,Asie
Togo,1336.28276510249,0.19192073265689666,21.13333320617677,411.8776067394792,41.25297164916993,33.68043009440103,1.6071506200987968,52,22.626156489054367,56.49158828278237,78.0,28.6928357792233,43.7168261500224,3.1046692791567465,60.6,36.1208724975586,2.6022290152902836,40.57011769261997,Afrique subsah
Tonga,7156.11944341546,1.94266061786988,16.720436440744795,3214.219991238451,28.52922173060078,10.465327548765151,3.332242505794685,100,15.279245357983456,168.55447223578497,20.0,53.32406230051246,36.240204089442436,5.89919245631035,76.16,56.23866927206621,0.3623010208432253,29.420645144899236,Océanie
Trinidad and Tobago,12213.612491433967,8.654437210092517,20.268820716110074,1785.2213424290833,0.989146828651429,58.40164694520579,8.072426168715827,91,55.3974723815918,457.534425800273,17.0,533.4495,22.077266679429467,7.21056858221868,88.08,43.613382975260436,0.309989039681907,123.02435541226896,Amérique du Nord
Tunisia,7176.904922379294,4.403374052397297,22.8655389149984,2881.780917835528,12.138544082641602,46.2434450785319,2.2647937503601336,93,28.37978998819987,379.13895540121365,20.0,48.4932219960044,26.722318160240665,6.200002287793644,35.08,59.4816665649414,0.83313821901105,81.06506659995615,Afrique du Nord
Turkey,7017.237349120747,6.148956573803346,17.6143534978231,1792.657741855546,12.713455835978166,27.89291191101073,1.4619438810091812,96,22.671511332194033,495.77518826055103,26.0,52.21566945215731,28.8,5.733333333333334,33.22,64.6150334676107,1.1510515208982168,150.17123829346158,Asie
Uganda,1261.1568055409768,1.9902514696853435,21.0351022084554,237.22634541825255,32.412793477376304,13.085635821024566,3.147151804015113,60,22.38131205240887,41.229796666965335,79.0,5.60724780317686,50.42995948813896,2.4875332802356,87.5,45.2058957417806,3.473103428338343,9.730797655897172,Afrique subsah
Ukraine,5733.659739124089,8.88908669243724,19.922864913940433,1743.8263656191957,11.703407605489133,57.505879720052064,4.969055097055136,96,34.97466405232746,263.702129501368,13.0,29.970862473593566,15.408835715599567,15.756789538627267,32.34,53.32192866007486,-0.7856477264617175,76.06624309589394,Europe
United Arab Emirates,22014.46266444257,3.3220847809572738,22.176596323649065,40061.94281819487,2.57966375350952,87.6983846028646,2.23,100,52.71595509847003,862.8037805338727,7.8,196.759259259259,22.416245287442866,1.0641712715627667,23.16,44.70438257853186,6.286465814617333,289.87914411118504,Asie
United Kingdom,29089.0249707521,1.9628660332978296,16.2996737162272,27320.471453960636,1.02656582991282,25.62643750508627,4.135818383512047,100,25.51616732279457,1007.1977775257016,5.200000063578287,619.6342366058458,18.181243187117733,15.924605612012135,10.36,73.457270304362,0.5164288435936136,459.9288468504263,Europe
United States,36343.54321788737,2.43944530819036,18.751359232586662,39125.87584729271,1.34800831274545,10.05816482912821,0.8699708423541304,100,21.99054674484559,615.7452447975993,6.35,762.151817917848,20.934704507453265,12.296650162379166,19.54,76.66746586666427,0.9265001576434745,633.2910940587057,Amérique du Nord
Uruguay,8259.68335077059,6.104867968274841,11.203713099161797,8134.146325472876,11.048542340596526,28.9110425313314,3.490008555108627,100,28.513171513875335,217.8676203095497,14.1,125.08785430917573,24.380890915320197,13.199165146589467,8.14,60.438285827636726,0.7023313503035284,170.989079575006,Amérique du sud 
Uzbekistan,1733.46172405998,5.0732520433573365,22.5333334604899,1776.7251397278321,30.6625518798828,39.0363082885742,0.3420755063152201,82,26.0525353749593,20.366500407042533,57.0,6.4,33.995432502711196,4.699842478506937,63.18,43.284913380940765,1.1608008984237068,37.807946620670656,Asie
"Venezuela, RB",5376.612540378309,4.646825336984577,17.3804801305135,7159.820908877221,4.53550434112549,37.0018488566081,2.2252650460434564,83,51.567512512207,355.2394236341716,18.1,82.71228504552444,31.669099348510432,4.952778315059277,7.06,43.8969841003418,1.7469615417966065,94.83224560312243,Amérique du sud 
Vietnam,2557.8326293458,6.6380312094623735,33.27935536702473,304.1480064966643,21.730639775594067,65.59096272786456,3.648179632807224,85,40.197728474934905,69.83491788167127,16.0,12.770345432906899,30.309217352899964,5.452192095723507,74.02,38.07163111368816,1.0986919955693166,81.39612808868743,Asie
"Yemen, Rep.",832.750991724192,-0.44671445175112473,23.997085571289034,333.6971993897676,13.798367818196633,40.795041402181,-0.48926760248135404,67,40.89287863023272,61.2044809522129,76.0,15.45362307694103,46.72625365169046,2.2969797462211865,73.08,45.310019744276254,3.13071601403766,9.272173846164586,Asie
Zambia,878.9684387867864,3.5109154665287536,24.70777956644693,219.4506175997249,20.717151641845735,18.839489618937165,3.9817068440258168,58,26.339335123697897,47.63936726993304,102.0,9.925232652816655,45.982842986608894,2.9786114737035803,65.04,52.94351196289063,1.6593505503022599,23.81170607946459,Afrique subsah
Zimbabwe,1933.8224425406568,-7.436866140882096,15.779917399088532,235.84176610572123,16.868205070495602,36.271202723185205,1.0936140235718073,81,21.40535227457683,38.248717710681404,81.0,72.5805593296547,40.500704192630266,3.576751137575163,64.52,61.7264417012533,0.5788035914507174,67.48249090429893,Afrique subsah
